lat,lon
52.938,-82.563
52.938,-82.438
52.938,-82.313
52.938,-81.813
52.938,-81.688
52.938,-81.563
52.938,-81.438
52.938,-81.313
52.938,-81.188
52.938,-81.063
52.938,-80.938
52.938,-80.813
52.938,-78.813
52.938,-78.688
52.938,-78.563
52.938,-78.438
52.938,-78.313
52.938,-78.188
52.938,-78.063
52.938,-77.938
52.938,-77.813
52.938,-77.688
52.938,-77.563
52.938,-77.438
52.938,-77.313
52.938,-77.188
52.938,-77.063
52.938,-76.938
52.938,-76.813
52.938,-76.688
52.938,-76.563
52.938,-76.438
52.938,-76.313
52.938,-76.188
52.938,-76.063
52.938,-75.938
52.938,-75.813
52.938,-75.688
52.938,-75.563
52.938,-75.438
52.938,-75.313
52.938,-75.188
52.938,-75.063
52.938,-74.938
52.938,-74.813
52.938,-74.688
52.938,-74.563
52.938,-74.438
52.938,-74.313
52.938,-74.188
52.938,-74.063
52.938,-73.938
52.938,-73.813
52.938,-73.688
52.938,-73.563
52.938,-73.438
52.938,-73.313
52.938,-73.188
52.938,-73.063
52.938,-72.938
52.938,-72.813
52.938,-72.688
52.938,-72.563
52.938,-72.438
52.938,-72.313
52.938,-72.188
52.938,-72.063
52.938,-71.938
52.938,-71.813
52.938,-71.688
52.938,-71.563
52.938,-71.438
52.938,-71.313
52.938,-71.188
52.938,-71.063
52.938,-70.938
52.938,-70.813
52.938,-70.688
52.938,-70.563
52.938,-70.438
52.938,-70.313
52.938,-70.188
52.938,-70.063
52.938,-69.938
52.938,-69.813
52.938,-69.688
52.938,-69.563
52.938,-69.438
52.938,-69.313
52.938,-69.188
52.938,-69.063
52.938,-68.938
52.938,-68.813
52.938,-68.688
52.938,-68.563
52.938,-68.438
52.938,-68.313
52.938,-68.188
52.938,-68.063
52.938,-67.938
52.938,-67.813
52.938,-67.688
52.938,-67.563
52.938,-67.438
52.938,-67.313
52.938,-67.188
52.938,-67.063
52.813,-124.938
52.813,-124.813
52.813,-124.688
52.813,-124.563
52.813,-124.438
52.813,-124.313
52.813,-124.188
52.813,-124.063
52.813,-123.938
52.813,-123.813
52.813,-123.688
52.813,-123.563
52.813,-123.438
52.813,-123.313
52.813,-123.188
52.813,-123.063
52.813,-122.938
52.813,-122.813
52.813,-122.688
52.813,-122.563
52.813,-122.438
52.813,-122.313
52.813,-122.188
52.813,-122.063
52.813,-121.938
52.813,-121.813
52.813,-121.688
52.813,-121.563
52.813,-121.438
52.813,-121.313
52.813,-121.188
52.813,-121.063
52.813,-120.938
52.813,-120.813
52.813,-120.688
52.813,-120.563
52.813,-120.438
52.813,-120.313
52.813,-120.188
52.813,-120.063
52.813,-119.938
52.813,-119.813
52.813,-119.688
52.813,-119.563
52.813,-119.438
52.813,-119.313
52.813,-119.188
52.813,-119.063
52.813,-118.938
52.813,-118.813
52.813,-118.688
52.813,-118.563
52.813,-118.438
52.813,-118.313
52.813,-118.188
52.813,-118.063
52.813,-117.938
52.813,-117.813
52.813,-117.688
52.813,-117.563
52.813,-117.438
52.813,-117.313
52.813,-117.188
52.813,-117.063
52.813,-116.938
52.813,-116.813
52.813,-116.688
52.813,-116.563
52.813,-116.438
52.813,-116.313
52.813,-116.188
52.813,-116.063
52.813,-115.938
52.813,-115.813
52.813,-115.688
52.813,-115.563
52.813,-115.438
52.813,-115.313
52.813,-115.188
52.813,-115.063
52.813,-114.938
52.813,-114.813
52.813,-114.688
52.813,-114.563
52.813,-114.438
52.813,-114.313
52.813,-114.188
52.813,-114.063
52.813,-113.938
52.813,-113.813
52.813,-113.688
52.813,-113.563
52.813,-113.438
52.813,-113.313
52.813,-113.188
52.813,-113.063
52.813,-112.938
52.813,-112.813
52.813,-112.688
52.813,-112.563
52.813,-112.438
52.813,-112.313
52.813,-112.188
52.813,-112.063
52.813,-111.938
52.813,-111.813
52.813,-111.688
52.813,-111.563
52.813,-111.438
52.813,-111.313
52.813,-111.188
52.813,-111.063
52.813,-110.938
52.813,-110.813
52.813,-110.688
52.813,-110.563
52.813,-110.438
52.813,-110.313
52.813,-110.188
52.813,-110.063
52.813,-109.938
52.813,-109.813
52.813,-109.688
52.813,-109.563
52.813,-109.438
52.813,-109.313
52.813,-109.188
52.813,-109.063
52.813,-108.938
52.813,-108.813
52.813,-108.688
52.813,-108.563
52.813,-108.438
52.813,-108.313
52.813,-108.188
52.813,-108.063
52.813,-107.938
52.813,-107.813
52.813,-107.688
52.813,-107.563
52.813,-107.438
52.813,-107.313
52.813,-107.188
52.813,-107.063
52.813,-106.938
52.813,-106.813
52.813,-106.688
52.813,-106.563
52.813,-106.438
52.813,-106.313
52.813,-106.188
52.813,-106.063
52.813,-105.938
52.813,-105.813
52.813,-105.688
52.813,-105.563
52.813,-105.438
52.813,-105.313
52.813,-105.188
52.813,-105.063
52.813,-104.938
52.813,-104.813
52.813,-104.688
52.813,-104.563
52.813,-104.438
52.813,-104.313
52.813,-104.188
52.813,-104.063
52.813,-103.938
52.813,-103.813
52.813,-103.688
52.813,-103.563
52.813,-103.438
52.813,-103.313
52.813,-103.188
52.813,-103.063
52.813,-102.938
52.813,-102.813
52.813,-102.688
52.813,-102.563
52.813,-102.438
52.813,-102.313
52.813,-102.188
52.813,-102.063
52.813,-101.938
52.813,-101.813
52.813,-101.688
52.813,-101.563
52.813,-101.438
52.813,-101.313
52.813,-101.188
52.813,-101.063
52.813,-100.938
52.813,-100.813
52.813,-100.688
52.813,-100.563
52.813,-100.438
52.813,-100.313
52.813,-100.188
52.813,-100.063
52.813,-99.938
52.813,-99.813
52.813,-99.688
52.813,-99.563
52.813,-99.438
52.813,-99.313
52.813,-99.188
52.813,-99.063
52.813,-98.938
52.813,-98.813
52.813,-98.688
52.813,-98.563
52.813,-98.438
52.813,-98.313
52.813,-98.188
52.813,-98.063
52.813,-97.938
52.813,-97.813
52.813,-97.688
52.813,-97.563
52.813,-97.438
52.813,-97.313
52.813,-97.188
52.813,-97.063
52.813,-96.938
52.813,-96.813
52.813,-96.688
52.813,-96.563
52.813,-96.438
52.813,-96.313
52.813,-96.188
52.813,-96.063
52.813,-95.938
52.813,-95.813
52.813,-95.688
52.813,-95.563
52.813,-95.438
52.813,-95.313
52.813,-95.188
52.813,-95.063
52.813,-94.938
52.813,-94.813
52.813,-94.688
52.813,-94.563
52.813,-94.438
52.813,-94.313
52.813,-94.188
52.813,-94.063
52.813,-93.938
52.813,-93.813
52.813,-93.688
52.813,-93.563
52.813,-93.438
52.813,-93.313
52.813,-93.188
52.813,-93.063
52.813,-92.938
52.813,-92.813
52.813,-92.688
52.813,-92.563
52.813,-92.438
52.813,-92.313
52.813,-92.188
52.813,-92.063
52.813,-91.938
52.813,-91.813
52.813,-91.688
52.813,-91.563
52.813,-91.438
52.813,-91.313
52.813,-91.188
52.813,-91.063
52.813,-90.938
52.813,-90.813
52.813,-90.688
52.813,-90.563
52.813,-90.438
52.813,-90.313
52.813,-90.188
52.813,-90.063
52.813,-89.938
52.813,-89.813
52.813,-89.688
52.813,-89.563
52.813,-89.438
52.813,-89.313
52.813,-89.188
52.813,-89.063
52.813,-88.938
52.813,-88.813
52.813,-88.688
52.813,-88.563
52.813,-88.438
52.813,-88.313
52.813,-88.188
52.813,-88.063
52.813,-87.938
52.813,-87.813
52.813,-87.688
52.813,-87.563
52.813,-87.438
52.813,-87.313
52.813,-87.188
52.813,-87.063
52.813,-86.938
52.813,-86.813
52.813,-86.688
52.813,-86.563
52.813,-86.438
52.813,-86.313
52.813,-86.188
52.813,-86.063
52.813,-85.938
52.813,-85.813
52.813,-85.688
52.813,-85.563
52.813,-85.438
52.813,-85.313
52.813,-85.188
52.813,-85.063
52.813,-84.938
52.813,-84.813
52.813,-84.688
52.813,-84.563
52.813,-84.438
52.813,-84.313
52.813,-84.188
52.813,-84.063
52.813,-83.938
52.813,-83.813
52.813,-83.688
52.813,-83.563
52.813,-83.438
52.813,-83.313
52.813,-83.188
52.813,-83.063
52.813,-82.938
52.813,-82.813
52.813,-82.688
52.813,-82.563
52.813,-82.438
52.813,-82.313
52.813,-82.188
52.813,-82.063
52.813,-81.188
52.813,-81.063
52.813,-80.938
52.813,-80.813
52.813,-78.688
52.813,-78.563
52.813,-78.438
52.813,-78.313
52.813,-78.188
52.813,-78.063
52.813,-77.938
52.813,-77.813
52.813,-77.688
52.813,-77.563
52.813,-77.438
52.813,-77.313
52.813,-77.188
52.813,-77.063
52.813,-76.938
52.813,-76.813
52.813,-76.688
52.813,-76.563
52.813,-76.438
52.813,-76.313
52.813,-76.188
52.813,-76.063
52.813,-75.938
52.813,-75.813
52.813,-75.688
52.813,-75.563
52.813,-75.438
52.813,-75.313
52.813,-75.188
52.813,-75.063
52.813,-74.938
52.813,-74.813
52.813,-74.688
52.813,-74.563
52.813,-74.438
52.813,-74.313
52.813,-74.188
52.813,-74.063
52.813,-73.938
52.813,-73.813
52.813,-73.688
52.813,-73.563
52.813,-73.438
52.813,-73.313
52.813,-73.188
52.813,-73.063
52.813,-72.938
52.813,-72.813
52.813,-72.688
52.813,-72.563
52.813,-72.438
52.813,-72.313
52.813,-72.188
52.813,-72.063
52.813,-71.938
52.813,-71.813
52.813,-71.688
52.813,-71.563
52.813,-71.438
52.813,-71.313
52.813,-71.188
52.813,-71.063
52.813,-70.938
52.813,-70.813
52.813,-70.688
52.813,-70.563
52.813,-70.438
52.813,-70.313
52.813,-70.188
52.813,-70.063
52.813,-69.938
52.813,-69.813
52.813,-69.688
52.813,-69.563
52.813,-69.438
52.813,-69.313
52.813,-69.188
52.813,-69.063
52.813,-68.938
52.813,-68.813
52.813,-68.688
52.813,-68.563
52.813,-68.438
52.813,-68.313
52.813,-68.188
52.813,-68.063
52.813,-67.938
52.813,-67.813
52.813,-67.688
52.813,-67.563
52.813,-67.438
52.813,-67.313
52.813,-67.188
52.813,-67.063
52.688,-124.938
52.688,-124.813
52.688,-124.688
52.688,-124.563
52.688,-124.438
52.688,-124.313
52.688,-124.188
52.688,-124.063
52.688,-123.938
52.688,-123.813
52.688,-123.688
52.688,-123.563
52.688,-123.438
52.688,-123.313
52.688,-123.188
52.688,-123.063
52.688,-122.938
52.688,-122.813
52.688,-122.688
52.688,-122.563
52.688,-122.438
52.688,-122.313
52.688,-122.188
52.688,-122.063
52.688,-121.938
52.688,-121.813
52.688,-121.688
52.688,-121.563
52.688,-121.438
52.688,-121.313
52.688,-121.188
52.688,-121.063
52.688,-120.938
52.688,-120.813
52.688,-120.688
52.688,-120.563
52.688,-120.438
52.688,-120.313
52.688,-120.188
52.688,-120.063
52.688,-119.938
52.688,-119.813
52.688,-119.688
52.688,-119.563
52.688,-119.438
52.688,-119.313
52.688,-119.188
52.688,-119.063
52.688,-118.938
52.688,-118.813
52.688,-118.688
52.688,-118.563
52.688,-118.438
52.688,-118.313
52.688,-118.188
52.688,-118.063
52.688,-117.938
52.688,-117.813
52.688,-117.688
52.688,-117.563
52.688,-117.438
52.688,-117.313
52.688,-117.188
52.688,-117.063
52.688,-116.938
52.688,-116.813
52.688,-116.688
52.688,-116.563
52.688,-116.438
52.688,-116.313
52.688,-116.188
52.688,-116.063
52.688,-115.938
52.688,-115.813
52.688,-115.688
52.688,-115.563
52.688,-115.438
52.688,-115.313
52.688,-115.188
52.688,-115.063
52.688,-114.938
52.688,-114.813
52.688,-114.688
52.688,-114.563
52.688,-114.438
52.688,-114.313
52.688,-114.188
52.688,-114.063
52.688,-113.938
52.688,-113.813
52.688,-113.688
52.688,-113.563
52.688,-113.438
52.688,-113.313
52.688,-113.188
52.688,-113.063
52.688,-112.938
52.688,-112.813
52.688,-112.688
52.688,-112.563
52.688,-112.438
52.688,-112.313
52.688,-112.188
52.688,-112.063
52.688,-111.938
52.688,-111.813
52.688,-111.688
52.688,-111.563
52.688,-111.438
52.688,-111.313
52.688,-111.188
52.688,-111.063
52.688,-110.938
52.688,-110.813
52.688,-110.688
52.688,-110.563
52.688,-110.438
52.688,-110.313
52.688,-110.188
52.688,-110.063
52.688,-109.938
52.688,-109.813
52.688,-109.688
52.688,-109.563
52.688,-109.438
52.688,-109.313
52.688,-109.188
52.688,-109.063
52.688,-108.938
52.688,-108.813
52.688,-108.688
52.688,-108.563
52.688,-108.438
52.688,-108.313
52.688,-108.188
52.688,-108.063
52.688,-107.938
52.688,-107.813
52.688,-107.688
52.688,-107.563
52.688,-107.438
52.688,-107.313
52.688,-107.188
52.688,-107.063
52.688,-106.938
52.688,-106.813
52.688,-106.688
52.688,-106.563
52.688,-106.438
52.688,-106.313
52.688,-106.188
52.688,-106.063
52.688,-105.938
52.688,-105.813
52.688,-105.688
52.688,-105.563
52.688,-105.438
52.688,-105.313
52.688,-105.188
52.688,-105.063
52.688,-104.938
52.688,-104.813
52.688,-104.688
52.688,-104.563
52.688,-104.438
52.688,-104.313
52.688,-104.188
52.688,-104.063
52.688,-103.938
52.688,-103.813
52.688,-103.688
52.688,-103.563
52.688,-103.438
52.688,-103.313
52.688,-103.188
52.688,-103.063
52.688,-102.938
52.688,-102.813
52.688,-102.688
52.688,-102.563
52.688,-102.438
52.688,-102.313
52.688,-102.188
52.688,-102.063
52.688,-101.938
52.688,-101.813
52.688,-101.688
52.688,-101.563
52.688,-101.438
52.688,-101.313
52.688,-101.188
52.688,-101.063
52.688,-100.938
52.688,-100.813
52.688,-100.688
52.688,-100.563
52.688,-100.438
52.688,-100.313
52.688,-100.188
52.688,-100.063
52.688,-99.938
52.688,-99.813
52.688,-99.688
52.688,-99.563
52.688,-99.438
52.688,-99.313
52.688,-99.188
52.688,-99.063
52.688,-98.938
52.688,-98.813
52.688,-98.688
52.688,-98.563
52.688,-98.438
52.688,-98.313
52.688,-98.188
52.688,-98.063
52.688,-97.938
52.688,-97.813
52.688,-97.688
52.688,-97.563
52.688,-97.438
52.688,-97.313
52.688,-97.188
52.688,-97.063
52.688,-96.938
52.688,-96.813
52.688,-96.688
52.688,-96.563
52.688,-96.438
52.688,-96.313
52.688,-96.188
52.688,-96.063
52.688,-95.938
52.688,-95.813
52.688,-95.688
52.688,-95.563
52.688,-95.438
52.688,-95.313
52.688,-95.188
52.688,-95.063
52.688,-94.938
52.688,-94.813
52.688,-94.688
52.688,-94.563
52.688,-94.438
52.688,-94.313
52.688,-94.188
52.688,-94.063
52.688,-93.938
52.688,-93.813
52.688,-93.688
52.688,-93.563
52.688,-93.438
52.688,-93.313
52.688,-93.188
52.688,-93.063
52.688,-92.938
52.688,-92.813
52.688,-92.688
52.688,-92.563
52.688,-92.438
52.688,-92.313
52.688,-92.188
52.688,-92.063
52.688,-91.938
52.688,-91.813
52.688,-91.688
52.688,-91.563
52.688,-91.438
52.688,-91.313
52.688,-91.188
52.688,-91.063
52.688,-90.938
52.688,-90.813
52.688,-90.688
52.688,-90.563
52.688,-90.438
52.688,-90.313
52.688,-90.188
52.688,-90.063
52.688,-89.938
52.688,-89.813
52.688,-89.688
52.688,-89.563
52.688,-89.438
52.688,-89.313
52.688,-89.188
52.688,-89.063
52.688,-88.938
52.688,-88.813
52.688,-88.688
52.688,-88.563
52.688,-88.438
52.688,-88.313
52.688,-88.188
52.688,-88.063
52.688,-87.938
52.688,-87.813
52.688,-87.688
52.688,-87.563
52.688,-87.438
52.688,-87.313
52.688,-87.188
52.688,-87.063
52.688,-86.938
52.688,-86.813
52.688,-86.688
52.688,-86.563
52.688,-86.438
52.688,-86.313
52.688,-86.188
52.688,-86.063
52.688,-85.938
52.688,-85.813
52.688,-85.688
52.688,-85.563
52.688,-85.438
52.688,-85.313
52.688,-85.188
52.688,-85.063
52.688,-84.938
52.688,-84.813
52.688,-84.688
52.688,-84.563
52.688,-84.438
52.688,-84.313
52.688,-84.188
52.688,-84.063
52.688,-83.938
52.688,-83.813
52.688,-83.688
52.688,-83.563
52.688,-83.438
52.688,-83.313
52.688,-83.188
52.688,-83.063
52.688,-82.938
52.688,-82.813
52.688,-82.688
52.688,-82.563
52.688,-82.438
52.688,-82.313
52.688,-82.188
52.688,-82.063
52.688,-81.938
52.688,-78.813
52.688,-78.688
52.688,-78.563
52.688,-78.438
52.688,-78.313
52.688,-78.188
52.688,-78.063
52.688,-77.938
52.688,-77.813
52.688,-77.688
52.688,-77.563
52.688,-77.438
52.688,-77.313
52.688,-77.188
52.688,-77.063
52.688,-76.938
52.688,-76.813
52.688,-76.688
52.688,-76.563
52.688,-76.438
52.688,-76.313
52.688,-76.188
52.688,-76.063
52.688,-75.938
52.688,-75.813
52.688,-75.688
52.688,-75.563
52.688,-75.438
52.688,-75.313
52.688,-75.188
52.688,-75.063
52.688,-74.938
52.688,-74.813
52.688,-74.688
52.688,-74.563
52.688,-74.438
52.688,-74.313
52.688,-74.188
52.688,-74.063
52.688,-73.938
52.688,-73.813
52.688,-73.688
52.688,-73.563
52.688,-73.438
52.688,-73.313
52.688,-73.188
52.688,-73.063
52.688,-72.938
52.688,-72.813
52.688,-72.688
52.688,-72.563
52.688,-72.438
52.688,-72.313
52.688,-72.188
52.688,-72.063
52.688,-71.938
52.688,-71.813
52.688,-71.688
52.688,-71.563
52.688,-71.438
52.688,-71.313
52.688,-71.188
52.688,-71.063
52.688,-70.938
52.688,-70.813
52.688,-70.688
52.688,-70.563
52.688,-70.438
52.688,-70.313
52.688,-70.188
52.688,-70.063
52.688,-69.938
52.688,-69.813
52.688,-69.688
52.688,-69.563
52.688,-69.438
52.688,-69.313
52.688,-69.188
52.688,-69.063
52.688,-68.938
52.688,-68.813
52.688,-68.688
52.688,-68.563
52.688,-68.438
52.688,-68.313
52.688,-68.188
52.688,-68.063
52.688,-67.938
52.688,-67.813
52.688,-67.688
52.688,-67.563
52.688,-67.438
52.688,-67.313
52.688,-67.188
52.688,-67.063
52.563,-124.938
52.563,-124.813
52.563,-124.688
52.563,-124.563
52.563,-124.438
52.563,-124.313
52.563,-124.188
52.563,-124.063
52.563,-123.938
52.563,-123.813
52.563,-123.688
52.563,-123.563
52.563,-123.438
52.563,-123.313
52.563,-123.188
52.563,-123.063
52.563,-122.938
52.563,-122.813
52.563,-122.688
52.563,-122.563
52.563,-122.438
52.563,-122.313
52.563,-122.188
52.563,-122.063
52.563,-121.938
52.563,-121.813
52.563,-121.688
52.563,-121.563
52.563,-121.438
52.563,-121.313
52.563,-121.188
52.563,-121.063
52.563,-120.938
52.563,-120.813
52.563,-120.688
52.563,-120.563
52.563,-120.438
52.563,-120.313
52.563,-120.188
52.563,-120.063
52.563,-119.938
52.563,-119.813
52.563,-119.688
52.563,-119.563
52.563,-119.438
52.563,-119.313
52.563,-119.188
52.563,-119.063
52.563,-118.938
52.563,-118.813
52.563,-118.688
52.563,-118.563
52.563,-118.438
52.563,-118.313
52.563,-118.188
52.563,-118.063
52.563,-117.938
52.563,-117.813
52.563,-117.688
52.563,-117.563
52.563,-117.438
52.563,-117.313
52.563,-117.188
52.563,-117.063
52.563,-116.938
52.563,-116.813
52.563,-116.688
52.563,-116.563
52.563,-116.438
52.563,-116.313
52.563,-116.188
52.563,-116.063
52.563,-115.938
52.563,-115.813
52.563,-115.688
52.563,-115.563
52.563,-115.438
52.563,-115.313
52.563,-115.188
52.563,-115.063
52.563,-114.938
52.563,-114.813
52.563,-114.688
52.563,-114.563
52.563,-114.438
52.563,-114.313
52.563,-114.188
52.563,-114.063
52.563,-113.938
52.563,-113.813
52.563,-113.688
52.563,-113.563
52.563,-113.438
52.563,-113.313
52.563,-113.188
52.563,-113.063
52.563,-112.938
52.563,-112.813
52.563,-112.688
52.563,-112.563
52.563,-112.438
52.563,-112.313
52.563,-112.188
52.563,-112.063
52.563,-111.938
52.563,-111.813
52.563,-111.688
52.563,-111.563
52.563,-111.438
52.563,-111.313
52.563,-111.188
52.563,-111.063
52.563,-110.938
52.563,-110.813
52.563,-110.688
52.563,-110.563
52.563,-110.438
52.563,-110.313
52.563,-110.188
52.563,-110.063
52.563,-109.938
52.563,-109.813
52.563,-109.688
52.563,-109.563
52.563,-109.438
52.563,-109.313
52.563,-109.188
52.563,-109.063
52.563,-108.938
52.563,-108.813
52.563,-108.688
52.563,-108.563
52.563,-108.438
52.563,-108.313
52.563,-108.188
52.563,-108.063
52.563,-107.938
52.563,-107.813
52.563,-107.688
52.563,-107.563
52.563,-107.438
52.563,-107.313
52.563,-107.188
52.563,-107.063
52.563,-106.938
52.563,-106.813
52.563,-106.688
52.563,-106.563
52.563,-106.438
52.563,-106.313
52.563,-106.188
52.563,-106.063
52.563,-105.938
52.563,-105.813
52.563,-105.688
52.563,-105.563
52.563,-105.438
52.563,-105.313
52.563,-105.188
52.563,-105.063
52.563,-104.938
52.563,-104.813
52.563,-104.688
52.563,-104.563
52.563,-104.438
52.563,-104.313
52.563,-104.188
52.563,-104.063
52.563,-103.938
52.563,-103.813
52.563,-103.688
52.563,-103.563
52.563,-103.438
52.563,-103.313
52.563,-103.188
52.563,-103.063
52.563,-102.938
52.563,-102.813
52.563,-102.688
52.563,-102.563
52.563,-102.438
52.563,-102.313
52.563,-102.188
52.563,-102.063
52.563,-101.938
52.563,-101.813
52.563,-101.688
52.563,-101.563
52.563,-101.438
52.563,-101.313
52.563,-101.188
52.563,-101.063
52.563,-100.938
52.563,-100.813
52.563,-100.688
52.563,-100.563
52.563,-100.438
52.563,-100.313
52.563,-100.188
52.563,-100.063
52.563,-99.938
52.563,-99.813
52.563,-99.688
52.563,-99.563
52.563,-99.438
52.563,-99.313
52.563,-99.188
52.563,-99.063
52.563,-98.938
52.563,-98.813
52.563,-98.688
52.563,-98.563
52.563,-98.438
52.563,-98.313
52.563,-98.188
52.563,-98.063
52.563,-97.938
52.563,-97.813
52.563,-97.688
52.563,-97.563
52.563,-97.438
52.563,-97.313
52.563,-97.188
52.563,-97.063
52.563,-96.938
